nb_val,min,max
2,0.015920502509910048,1.0
3,0.023671975943929325,0.8115324770119544
4,0.0313659705700752,0.7918632618966606
5,0.038432101598777045,0.7189053193095114
6,0.044939880435593736,0.699366253452552
7,0.05047672773028283,0.6782736022892591
8,0.05518446558558217,0.6708118859731573
9,0.061609012886936834,0.6533806918466663
10,0.06510220658609121,0.6453198565516566
11,0.07008662741400397,0.6366954642766288
12,0.07467604006497364,0.6317618863395456
13,0.07904324042422602,0.6238803617346051
14,0.08366983055772655,0.6188178764254415
15,0.08596583166301958,0.6137961636934373
16,0.09082205289014754,0.6100034772533052
17,0.09337296236729097,0.605289186332546
18,0.09733478482460667,0.6016194509170499
19,0.10142086794581508,0.5981066347126164
20,0.10492290160605934,0.5949991971214147
21,0.10830137134234363,0.5917561185776568
22,0.111948872598559,0.5888980718827359
23,0.11404671574104759,0.5861244269807373
24,0.11747424333226858,0.5835840888021132
25,0.1198620373780042,0.5810070389821123
26,0.12329860648965157,0.5786275743080325
27,0.12630014996005662,0.5763589129169324
28,0.12905072868332795,0.5742455912081901
29,0.13238037083615636,0.572150700658557
30,0.1338903856578208,0.5701271831619499
31,0.1373119953467252,0.5681563513245849
32,0.1395560426026517,0.5663098711947836
33,0.14265289300628012,0.56447293900599
34,0.14441950855460933,0.562734671728049
35,0.1469649849007071,0.561027826991824
36,0.14998044919550715,0.5593399873609674
37,0.15330821809215286,0.5577121431025699
38,0.15521023885893678,0.5561021016174703
39,0.15806281025466068,0.5546007960529242
40,0.15968847816916204,0.5530835255851406
41,0.1615482181286945,0.5515654669381633
42,0.16403818377494647,0.5501413513348605
43,0.16718998144447572,0.5487092316556637
44,0.16834961090866432,0.5473309210820075
45,0.17102847542461166,0.5460022657951386
46,0.17240121410692044,0.5446198438139581
47,0.17531474137428077,0.5433353582291213
48,0.17713199014077832,0.5420483012798635
49,0.1791887613094155,0.5407643102077497
50,0.18226355335117794,0.5395117579364627
51,0.18308048998293644,0.5383168686207803
52,0.18580741893442784,0.5370769937171872
53,0.18766521590223684,0.5358988511601466
54,0.18936494907080395,0.5347156174927182
55,0.19135120676438044,0.5335130855828369
56,0.193389359228212,0.5323861468109233
57,0.19554963806735517,0.5312660190748953
58,0.19761414297562938,0.5301283402119018
59,0.19954608252641887,0.5290085492077954
60,0.20032416743124626,0.5278908914397918
61,0.20330253914478807,0.5268097787035811
62,0.20510139954486042,0.5257452035829001
63,0.2058389527025045,0.5246435471455136
64,0.20867280835116528,0.5235973149240184
65,0.21063081547196777,0.522557323519086
66,0.21148491901919342,0.5215312277829667
67,0.21325824735537777,0.520460136808375
68,0.21547423471824476,0.5194221651851241
69,0.21694416431667318,0.5184340825536966
70,0.2190894527648993,0.5174374278371356
71,0.22054877079610627,0.5164132506007582
72,0.2219148206295934,0.5154159912113562
73,0.22408358420143693,0.5144324700591563
74,0.22667080905131887,0.5134404948616844
75,0.22689541422133883,0.5124379412429463
76,0.22895881063381046,0.5114554838929388
77,0.23026806524321547,0.5104774701991459
78,0.2322292755633784,0.5094919657788151
79,0.23432414649525765,0.5085349928159572
80,0.2355868279429472,0.507549719098433
81,0.2369135513873509,0.5065638342923986
82,0.2383581473664348,0.5056231513246403
83,0.2401156058744586,0.5046556573112951
84,0.2418870682404183,0.503689467792159
85,0.24310970961018202,0.50274064191233
86,0.24490957116702425,0.5017817131196204
87,0.2467689533856867,0.5008385540444434
88,0.24770232303323073,0.49989957266040824
89,0.24944938501140324,0.4989353446385274
90,0.2504448655493846,0.49801412907638776
91,0.25230231979672335,0.4970825521919949
92,0.2539939301545173,0.4961432536325362
93,0.2551454796321616,0.4952305574897899
94,0.25660328199829,0.49430702146288147
95,0.2583551616461546,0.49336265455503325
96,0.2595632811861728,0.49244452141578904
97,0.26078885834676324,0.49152047868356213
98,0.26326477592616276,0.49060437181349803
99,0.2639814896798425,0.489684218575224
100,0.26517190836363946,0.48876764226859487
101,0.2672744845849058,0.48785384707100166
102,0.268192009131822,0.48693265093196836
103,0.26983510477178824,0.4860290639271058
104,0.27121248831688044,0.4851100753244469
105,0.2728136698321925,0.484192896796456
106,0.27408293349779805,0.48329558722473087
107,0.2756720005101146,0.4823859622043701
108,0.27716295547068087,0.48146835135792315
109,0.2782427357217551,0.480563613832158
110,0.2794729507600033,0.47966405163561704
111,0.28113072874384865,0.4787600865844984
112,0.2823724763883015,0.4778438701383474
113,0.2836684918639704,0.4769285109566707
114,0.28539922346400987,0.47603094074624713
115,0.2865475030112774,0.4751275034032533
116,0.287794312674809,0.4742304225275411
117,0.2895156216851571,0.47331546170072064
118,0.2908427367920105,0.47241480603223024
119,0.29189763552570896,0.47151711135407204
120,0.2933762824404458,0.47060360673444024
121,0.2946665800299019,0.4697082512539139
122,0.2959498292368978,0.46880721731963276
123,0.2974487166574612,0.46789159523813767
124,0.2985675861420846,0.4670015025558033
125,0.2999359231631491,0.4660935424157339
126,0.3011219628637882,0.4651936676396361
127,0.3023603848950368,0.46428089192600525
128,0.3038074327712218,0.4633903858565812
129,0.3053014579613177,0.46248105084696084
130,0.30644231374362063,0.46157877856467605
131,0.30783494523634597,0.4606732895852984
132,0.30914557797415354,0.4597607599061692
133,0.31033808752271835,0.4588655673065045
134,0.31161343344332154,0.4579585372156724
135,0.31303567505623753,0.45705315355441584
136,0.31425350717350126,0.4561519946980316
137,0.31548361137515524,0.45525115856339826
138,0.3167014441887838,0.45434143102140356
139,0.3179756048126906,0.4534420843690533
140,0.3192352166885672,0.4525251176840057
141,0.32046163500416647,0.4516183412442736
142,0.32176573398013386,0.450710248702653
143,0.3230323225319595,0.44980056999587065
144,0.3242514436214322,0.44888565370810984
145,0.3254234294831854,0.44796290129407856
146,0.3267255626628116,0.4470463435198881
147,0.32797826997664253,0.4461280308038214
148,0.3291590906946691,0.4452090554452787
149,0.33043514467791313,0.4442874104363333
150,0.3316008277082322,0.4433621792775805
151,0.3328504904954119,0.4424392774737855
152,0.33410130494482665,0.44151361934582545
153,0.3352455290936726,0.4405919994736658
154,0.33654514137688424,0.4396677672483866
155,0.3377245636621421,0.4387345332282453
156,0.3389690371215538,0.4378114774570017
157,0.340169645933659,0.43688314057823263
158,0.3413440025369446,0.4359534917426815
159,0.3425851412546268,0.43501899786416537
160,0.3437618216668771,0.4340859787981208
161,0.34495453019442396,0.4331513033362656
162,0.34613017460795165,0.43221268115441736
163,0.34734175732118516,0.43127343178967537
164,0.34851953824258236,0.43033370914897984
165,0.34970209154960274,0.42939101682396497
166,0.35088665458021523,0.4284503886271651
167,0.3520653424568281,0.42750646552550675
168,0.35325585559893946,0.42656099995357577
169,0.3544126954783543,0.425610898184528
170,0.35559162108828674,0.424660807453112
171,0.3567564380050083,0.42370806593221166
172,0.3579341098877531,0.4227540178721383
173,0.35911208073419276,0.42179844957794826
174,0.3602863689685143,0.42083980989815245
175,0.36146599173065164,0.41987800198875047
176,0.36264822040487155,0.4189112738089967
177,0.36383644253728176,0.4179405035981856
178,0.36503250279891475,0.4169688483123924
179,0.36623596496306,0.41599425545412516
180,0.36744256540233056,0.4150175810813356
181,0.3686529492424612,0.4140385638161191
182,0.36986753475710393,0.41305632190366964
183,0.37109080366457137,0.41207072934900524
184,0.37232615144965103,0.4110828280566892
185,0.3735703141933984,0.4100902654975169
186,0.37482696778916796,0.40909514110982687
187,0.3760968660232708,0.4080978209276902
188,0.3773829686900415,0.40709580474493207
189,0.37869094234284084,0.4060923168311577
190,0.38000982412428025,0.40508598794000106
191,0.38134882863755776,0.4040766302792217
192,0.38270897949581717,0.40306419213322187
193,0.38409222129299125,0.40204692724293123
194,0.38549781270764777,0.40102510369060307
195,0.38693406509430256,0.3999982615540989
196,0.3884018365579847,0.3989666282265917
197,0.38990882933720217,0.3979296927373674
198,0.39146215438400567,0.3968888131389631
199,0.39307212439003,0.39584123155139694
200,0.3947871944096363,0.3947871944096363
